060605,1.5,2.83439676752,10.7018848176,3.33450358401,6.18599342347,0.154354926543,9.99999999999,82.6486828912,1.0,1.70619290281
060714,0.308921325539,0.10617079062,10.3635120754,1.23883174118,6.32227396507,0.353000839444,0.01,8.20734004338,1.0,1.31810107693
060814,0.379435790839,0.08008179269,7.62070186872,0.66336976865,5.43113301909,0.193645519675,1.75350923767,8.71085825446,1.0,0.927701964328
060906,0.210394539996,0.517413242966,12.5837705718,3.76936049621,4.2,2.45862519908,0.0100000000002,1.20889161643,1.0,3.90408427584
060908,0.546220873859,0.503095845251,15.0,3.92996771466,5.46644373192,0.495339413412,10.0,7.02289248881,1.0,3.99058267081
061121,0.622104701694,0.169025802468,7.11371950974,0.414507508783,6.92988780519,0.0679221933624,0.010000000001,4.41393925087,4.82571097903e-14,0.793471055698
070208,0.1,0.398867099264,1.00000000022,242.782691971,4.2,510.651786666,1.67222779986,3.05224732543,9.15508484423e-27,1127.47331104
070306,1.5,1.72532258348,2.59419688036,0.534494880221,6.49269817327,0.0878158271548,0.01,198.813673662,1.0,1.07205193755
070318,0.1,1.31366287547,15.0,757.034651042,4.2,470.97254864,0.01,4807.02805645,2.82751982238e-23,130.015034502
070508,0.605734507348,0.0705215828191,12.7579108969,0.422816598749,8.2,0.0820561427494,9.99999999998,4.45171642283,0.697813623394,0.367009775225
070521,1.34786848136,32.8847495669,9.54271445223,49.0478856158,5.99957570404,0.15766784321,1.30719093629,132.270999916,0.190773011167,25.3165975901
070529,0.444407556223,0.690103888331,15.0,4.32928239588,5.3883608515,0.428798017766,9.99999999999,10.464599494,4.43290679243e-16,5.55923559885
